1999-09-15,平成11年,敬老の日
1999-09-23,平成11年,秋分の日
1999-10-10,平成11年,体育の日
1999-10-11,平成11年,振替休日
1999-11-03,平成11年,文化の日
1999-11-23,平成11年,勤労感謝の日
1999-12-23,平成11年,天皇誕生日
2000-01-01,平成12年,元日
2000-01-10,平成12年,成人の日
2000-02-11,平成12年,建国記念の日
2000-03-20,平成12年,春分の日
2000-04-29,平成12年,みどりの日
2000-05-03,平成12年,憲法記念日
2000-05-04,平成12年,国民の休日
2000-05-05,平成12年,こどもの日
2000-07-20,平成12年,海の日
2000-09-15,平成12年,敬老の日
2000-09-23,平成12年,秋分の日
2000-10-09,平成12年,体育の日
2000-11-03,平成12年,文化の日
2000-11-23,平成12年,勤労感謝の日
2000-12-23,平成12年,天皇誕生日
2001-01-01,平成13年,元日
2001-01-08,平成13年,成人の日
2001-02-11,平成13年,建国記念の日
2001-02-12,平成13年,振替休日
2001-03-20,平成13年,春分の日
2001-04-29,平成13年,みどりの日
2001-04-30,平成13年,振替休日
2001-05-03,平成13年,憲法記念日
2001-05-04,平成13年,国民の休日
2001-05-05,平成13年,こどもの日
2001-07-20,平成13年,海の日
2001-09-15,平成13年,敬老の日
2001-09-23,平成13年,秋分の日
2001-09-24,平成13年,振替休日
2001-10-08,平成13年,体育の日
2001-11-03,平成13年,文化の日
2001-11-23,平成13年,勤労感謝の日
2001-12-23,平成13年,天皇誕生日
2001-12-24,平成13年,振替休日
2002-01-01,平成14年,元日
2002-01-14,平成14年,成人の日
2002-02-11,平成14年,建国記念の日
2002-03-21,平成14年,春分の日
2002-04-29,平成14年,みどりの日
2002-05-03,平成14年,憲法記念日
2002-05-04,平成14年,国民の休日
2002-05-05,平成14年,こどもの日
2002-05-06,平成14年,振替休日
2002-07-20,平成14年,海の日
2002-09-15,平成14年,敬老の日
2002-09-16,平成14年,振替休日
2002-09-23,平成14年,秋分の日
2002-10-14,平成14年,体育の日
2002-11-03,平成14年,文化の日
2002-11-04,平成14年,振替休日
2002-11-23,平成14年,勤労感謝の日
2002-12-23,平成14年,天皇誕生日
2003-01-01,平成15年,元日
2003-01-13,平成15年,成人の日
2003-02-11,平成15年,建国記念の日
2003-03-21,平成15年,春分の日
2003-04-29,平成15年,みどりの日
2003-05-03,平成15年,憲法記念日
2003-05-05,平成15年,こどもの日
2003-07-21,平成15年,海の日
2003-09-15,平成15年,敬老の日
2003-09-23,平成15年,秋分の日
2003-10-13,平成15年,体育の日
2003-11-03,平成15年,文化の日
2003-11-23,平成15年,勤労感謝の日
2003-11-24,平成15年,振替休日
2003-12-23,平成15年,天皇誕生日
2004-01-01,平成16年,元日
2004-01-12,平成16年,成人の日
2004-02-11,平成16年,建国記念の日
2004-03-20,平成16年,春分の日
2004-04-29,平成16年,みどりの日
2004-05-03,平成16年,憲法記念日
2004-05-04,平成16年,国民の休日
2004-05-05,平成16年,こどもの日
2004-07-19,平成16年,海の日
2004-09-20,平成16年,敬老の日
2004-09-23,平成16年,秋分の日
2004-10-11,平成16年,体育の日
2004-11-03,平成16年,文化の日
2004-11-23,平成16年,勤労感謝の日
2004-12-23,平成16年,天皇誕生日
2005-01-01,平成17年,元日
